buildupArea_sqft,bathrooms,bhk,flat_price,location1,age_of_property,furnishing,bedrooms,balcony,parking
1450,3,4 BHK Flat,4.5,Goregaon East,new construction,Unfurnished,4,0,yes
1850,4,4 BHK Flat,5.3,Andheri West,modern property,Fully Furnished,4,3,yes
1000,2,2 BHK Flat,1.85,Powai,modern property,Semi Furnished,2,0,yes
1350,3,3 BHK Flat,2.5,Malad West,recent construction,Unfurnished,3,1,yes
1200,1,3 BHK Flat,2.42,Mulund East,recent construction,Unfurnished,3,0,yes
650,2,1 BHK Flat,1.05,Dahisar West,recent construction,Semi Furnished,1,1,no
750,2,1 BHK Flat,0.8,Mira Road East,recent construction,Semi Furnished,1,3,yes
550,2,1 BHK Flat,1.3,Chembur,recent construction,Fully Furnished,1,0,yes
525,2,1 BHK Flat,0.95,Kandivali East,modern property,Unfurnished,1,0,yes
1850,3,3 BHK Flat,5.6,Andheri West,recent construction,Semi Furnished,3,1,yes
600,1,1 BHK Flat,1.12,Mulund West,recent construction,Fully Furnished,1,0,yes
570,2,1 BHK Flat,0.98,Kandivali West,modern property,Unfurnished,1,0,yes
1450,3,3 BHK Flat,5.5,Prabhadevi,modern property,Semi Furnished,3,0,yes
550,1,1 BHK Flat,1,Goregaon West,modern property,Unfurnished,1,0,no
1128,3,3 BHK Flat,2.61,Powai,recent construction,Semi Furnished,3,0,yes
796,2,2 BHK Flat,1.83,Goregaon East,new construction,Semi Furnished,2,0,yes
848,2,2 BHK Flat,4.3,Vile Parle East,new construction,Unfurnished,2,0,yes
1150,3,3 BHK Flat,3.4,Andheri West,mid age property,Semi Furnished,3,0,yes
700,2,2 BHK Flat,2.25,Lower Parel,recent construction,Fully Furnished,2,0,yes
550,1,1 BHK Flat,1.5,Chembur,new construction,Unfurnished,1,0,yes
1350,2,2 BHK Flat,3.22,Powai,recent construction,Semi Furnished,2,0,yes
600,1,1 BHK Flat,1.75,Prabhadevi,recent construction,Semi Furnished,1,0,yes
1200,2,2 BHK Flat,2.8,Powai,new construction,Unfurnished,2,0,yes
738,2,2 BHK Flat,1.75,Kanjurmarg West,recent construction,Unfurnished,2,0,yes
575,2,2 BHK Flat,1.69,Andheri West,new construction,Unfurnished,2,0,yes
500,2,1 BHK Flat,0.92,Dahisar East,new construction,Semi Furnished,1,0,yes
950,2,2 BHK Flat,0.91,Bhayandar East,new construction,Semi Furnished,2,3,yes
550,1,1 BHK Flat,1.6,Andheri West,modern property,Unfurnished,1,0,yes
1250,2,3 BHK Flat,5.5,Bandra West,recent construction,Semi Furnished,3,0,yes
978,2,2 BHK Flat,2.65,Andheri West,recent construction,Semi Furnished,2,2,yes
1290,2,2 BHK Flat,2.4,Goregaon East,recent construction,Semi Furnished,2,3,yes
1050,4,3 BHK Flat,0.43,Boisar,recent construction,Semi Furnished,2,0,yes
900,2,2 BHK Flat,2.35,Andheri West,modern property,Semi Furnished,2,0,yes
950,1,2 BHK Flat,2.35,Powai,recent construction,Semi Furnished,2,0,yes
1600,3,3 BHK Flat,4.25,Kandivali East,recent construction,Unfurnished,3,3,yes
1820,3,3 BHK Flat,4.8,Goregaon East,recent construction,Semi Furnished,3,2,yes
650,1,1 BHK Flat,1.1,Andheri East,modern property,Fully Furnished,1,0,yes
640,2,1 BHK Flat,0.28,Nalasopara West,recent construction,Semi Furnished,1,2,yes
819,2,2 BHK Flat,1.55,Kanjurmarg East,recent construction,Semi Furnished,2,0,yes
950,2,2 BHK Flat,3.5,Byculla,modern property,Fully Furnished,2,0,yes
512,2,1 BHK Flat,1.24,Borivali East,modern property,Unfurnished,1,0,no
1650,3,4 BHK Flat,5.02,Malad West,recent construction,Semi Furnished,4,0,yes
1150,1,2 BHK Flat,1.83,Kanjurmarg West,recent construction,Semi Furnished,2,0,yes
850,3,3 BHK Flat,1.6,Sion,modern property,Fully Furnished,3,0,no
530,1,1 BHK Flat,0.34,Virar West,modern property,Semi Furnished,1,0,yes
1400,2,3 BHK Flat,2.25,Mulund West,modern property,Fully Furnished,3,0,yes
1085,2,2 BHK Flat,0.59,Virar West,new construction,Semi Furnished,2,3,yes
2700,4,4 BHK Flat,7.15,Ghatkopar West,recent construction,Fully Furnished,4,2,yes
1400,3,3 BHK Flat,3.25,Kandivali East,new construction,Unfurnished,3,3,yes
570,1,1 BHK Flat,0.95,Powai,mid age property,Unfurnished,1,0,yes
735,2,2 BHK Flat,2,Mulund West,recent construction,Semi Furnished,2,2,yes
1750,3,3 BHK Flat,3.75,Kandivali West,modern property,Semi Furnished,3,0,yes
2376,4,4 BHK Flat,11,Santacruz West,recent construction,Semi Furnished,4,0,yes
1690,2,3 BHK Flat,7,Powai,modern property,Fully Furnished,3,1,yes
1320,2,3 BHK Flat,3.5,Chembur,recent construction,Unfurnished,3,3,yes
774,2,2 BHK Flat,3,Vile Parle East,new construction,Unfurnished,2,0,yes
1250,2,2 BHK Flat,3.4,Powai,recent construction,Semi Furnished,2,1,yes
1050,2,2 BHK Flat,2.3,Mulund East,modern property,Semi Furnished,2,0,yes
1000,3,2 BHK Flat,0.7,Vasai West,recent construction,Semi Furnished,2,0,yes
756,2,2 BHK Flat,1.35,Mira Road East,new construction,Unfurnished,2,1,yes
875,2,2 BHK Flat,0.76,Goregaon East,modern property,Semi Furnished,2,0,no
467,2,1 BHK Flat,0.9,Kandivali West,recent construction,Unfurnished,1,0,yes
1959,3,4 BHK Flat,6,Mulund West,new construction,Unfurnished,4,1,yes
1291,2,3 BHK Flat,3.4,Sion,recent construction,Semi Furnished,3,2,yes
900,2,2 BHK Flat,3.5,Dadar East,mid age property,Semi Furnished,2,0,yes
1100,3,3 BHK Flat,2.65,Borivali West,recent construction,Unfurnished,3,0,yes
2000,4,4 BHK Flat,10,Khar West,modern property,Unfurnished,4,0,yes
900,2,2 BHK Flat,1.5,Mulund West,modern property,Semi Furnished,2,0,yes
950,2,2 BHK Flat,1.66,Powai,mid age property,Semi Furnished,2,1,yes
585,2,1 BHK Flat,0.65,Mira Road East,modern property,Semi Furnished,1,1,yes
1040,2,2 BHK Flat,1.9,Borivali East,recent construction,Fully Furnished,2,2,no
1300,2,3 BHK Flat,5.25,Bandra West,modern property,Semi Furnished,3,0,yes
1000,2,2 BHK Flat,1.45,Dahisar West,modern property,Unfurnished,2,0,yes
1250,1,2 BHK Flat,3.25,Parel,recent construction,Semi Furnished,2,0,yes
550,2,1 BHK Flat,0.65,Thane West,recent construction,Semi Furnished,1,0,yes
746,2,2 BHK Flat,1.9,Jogeshwari West,new construction,Semi Furnished,2,0,yes
1725,4,3 BHK Flat,6.75,Byculla,new construction,Semi Furnished,3,1,yes
525,1,1 BHK Flat,0.95,Andheri East,mid age property,Semi Furnished,1,0,yes
900,3,3 BHK Flat,3,Borivali West,new construction,Unfurnished,3,0,yes
1251,3,3 BHK Flat,3.76,Andheri East,recent construction,Semi Furnished,3,1,yes
2600,2,3 BHK Flat,7.25,Santacruz West,modern property,Fully Furnished,3,0,yes
1690,2,3 BHK Flat,6,Goregaon East,recent construction,Semi Furnished,3,0,yes
620,2,2 BHK Flat,1.45,Bhandup West,modern property,Semi Furnished,2,0,yes
850,2,2 BHK Flat,1.75,Kandivali West,recent construction,Fully Furnished,2,2,yes
2013,3,4 BHK Flat,4.8,Mulund West,recent construction,Unfurnished,4,1,yes
396,2,1 BHK Flat,0.85,Vikhroli East,new construction,Semi Furnished,1,0,no
821,1,2 BHK Flat,2.22,Ghatkopar East,new construction,Unfurnished,2,0,yes
995,2,2 BHK Flat,0.39,Virar West,new construction,Semi Furnished,2,3,yes
2400,5,4 BHK Flat,8.5,Andheri West,modern property,Semi Furnished,4,3,yes
778,2,2 BHK Flat,4.75,Khar West,new construction,Semi Furnished,2,0,yes
900,2,2 BHK Flat,1.05,Thane West,new construction,Semi Furnished,2,2,yes
889,2,2 BHK Flat,0.94,Mira Road East,new construction,Semi Furnished,2,3,yes
1550,3,3 BHK Flat,3.52,Mulund West,modern property,Semi Furnished,3,1,yes
1152,3,3 BHK Flat,5.63,Mahim,recent construction,Fully Furnished,3,0,yes
1998,3,3 BHK Flat,4.87,Wadala East,new construction,Semi Furnished,3,2,yes
1239,3,3 BHK Flat,4,Mulund West,new construction,Unfurnished,3,1,yes
1250,2,2 BHK Flat,3.5,Powai,new construction,Semi Furnished,2,1,yes
900,1,2 BHK Flat,1.7,Lower Parel,mid age property,Semi Furnished,2,0,no
1100,2,2 BHK Flat,2.3,Malad East,recent construction,Fully Furnished,2,0,yes
830,2,2 BHK Flat,1.9,Sion,modern property,Semi Furnished,2,0,no
850,2,2 BHK Flat,1.5,Borivali West,modern property,Unfurnished,2,2,yes
1218,2,2 BHK Flat,3.9,Sion,new construction,Fully Furnished,2,1,yes
550,2,1 BHK Flat,1,Kanjurmarg East,modern property,Semi Furnished,1,0,yes
450,1,1 BHK Flat,1,Sion,new construction,Unfurnished,1,0,no
1000,2,2 BHK Flat,1.64,Kandivali East,new construction,Unfurnished,2,0,yes
1500,3,3 BHK Flat,4.95,Andheri West,recent construction,Unfurnished,3,4,yes
640,2,2 BHK Flat,1.7,Dahisar West,new construction,Unfurnished,2,0,yes
670,1,1 BHK Flat,0.53,Thane West,recent construction,Semi Furnished,1,2,yes
875,2,2 BHK Flat,1.48,Bhandup West,recent construction,Semi Furnished,2,0,yes
1650,3,3 BHK Flat,3.9,Andheri West,modern property,Semi Furnished,3,0,yes
999,2,2 BHK Flat,0.78,Mira Road East,recent construction,Semi Furnished,2,0,yes
678,2,1 BHK Flat,0.85,Kandivali West,recent construction,Unfurnished,1,0,yes
600,1,1 BHK Flat,0.34,Naigaon East,recent construction,Unfurnished,1,2,yes
590,2,1 BHK Flat,0.71,Mira Road East,new construction,Semi Furnished,1,3,yes
600,2,1 BHK Flat,1,Borivali East,new construction,Unfurnished,1,0,yes
605,2,1 BHK Flat,1.25,Kandivali East,new construction,Unfurnished,1,0,yes
600,1,1 BHK Flat,1,Bhandup West,recent construction,Fully Furnished,1,0,yes
710,1,1 BHK Flat,0.35,Nalasopara West,recent construction,Semi Furnished,1,2,yes
1316,2,2 BHK Flat,3.08,Wadala East,recent construction,Semi Furnished,2,1,yes
1400,2,2 BHK Flat,1.9,Bhandup West,recent construction,Semi Furnished,2,0,yes
723,2,2 BHK Flat,2.25,Kandivali West,new construction,Unfurnished,2,0,yes
800,2,2 BHK Flat,2.05,Andheri East,modern property,Semi Furnished,2,0,yes
1200,3,3 BHK Flat,2.8,Malad West,recent construction,Semi Furnished,3,3,yes
2450,3,3 BHK Flat,5.24,Mulund West,new construction,Semi Furnished,3,1,yes
1000,3,3 BHK Flat,2.4,Chembur,recent construction,Unfurnished,3,0,yes
950,1,2 BHK Flat,0.74,Virar West,new construction,Unfurnished,2,2,no
550,2,1 BHK Flat,1.1,Kandivali West,recent construction,Unfurnished,1,0,yes
1050,2,3 BHK Flat,3.99,Vile Parle East,new construction,Unfurnished,3,0,yes
2100,4,4 BHK Flat,11.5,Goregaon East,new construction,Semi Furnished,4,0,yes
1500,3,3 BHK Flat,9.1,Malabar Hill,modern property,Fully Furnished,3,0,yes
1660,3,3 BHK Flat,3.3,Kandivali East,modern property,Semi Furnished,3,2,yes
1452,3,3 BHK Flat,2.42,Mulund West,new construction,Unfurnished,3,0,yes
1184,3,3 BHK Flat,2.95,Goregaon East,recent construction,Unfurnished,3,0,yes
650,2,2 BHK Flat,0.95,Mira Road East,recent construction,Fully Furnished,2,0,yes
2711,3,4 BHK Flat,15.5,Santacruz West,recent construction,Semi Furnished,4,0,yes
2400,4,4 BHK Flat,15,Tardeo,modern property,Semi Furnished,4,1,yes
950,2,2 BHK Flat,1.87,Wadala East,modern property,Semi Furnished,2,0,yes
1250,2,2 BHK Flat,3.5,Prabhadevi,modern property,Unfurnished,2,0,yes
926,2,2 BHK Flat,2.45,Chembur,new construction,Unfurnished,2,0,yes
1050,2,3 BHK Flat,2.35,Kanjurmarg East,recent construction,Unfurnished,3,0,yes
2200,3,3 BHK Flat,4.85,Malad East,recent construction,Semi Furnished,3,4,yes
450,1,1 BHK Flat,0.26,Virar West,recent construction,Unfurnished,1,2,no
1250,3,3 BHK Flat,3.49,Bandra East,new construction,Semi Furnished,3,3,yes
756,2,1 BHK Flat,0.67,Mira Road East,new construction,Semi Furnished,1,3,yes
790,2,1 BHK Flat,1.45,Andheri West,recent construction,Unfurnished,1,0,yes
1860,3,3 BHK Flat,9.2,Dadar East,recent construction,Unfurnished,3,1,yes
660,2,1 BHK Flat,0.7,Mira Road East,recent construction,Semi Furnished,1,3,yes
1050,2,2 BHK Flat,3.05,Vikhroli East,recent construction,Unfurnished,2,0,yes
1014,3,3 BHK Flat,3,Vile Parle West,recent construction,Semi Furnished,3,0,yes
850,1,2 BHK Flat,0.54,Naigaon East,new construction,Unfurnished,2,3,yes
860,2,2 BHK Flat,1.55,Kandivali East,recent construction,Unfurnished,2,0,yes
550,1,1 BHK Flat,1.2,Chembur,recent construction,Semi Furnished,1,0,yes
920,2,2 BHK Flat,3,Andheri West,modern property,Semi Furnished,2,0,yes
815,2,2 BHK Flat,2.57,Borivali East,new construction,Unfurnished,2,1,yes
1045,2,2 BHK Flat,0.83,Bhayandar East,new construction,Fully Furnished,2,4,yes
600,1,1 BHK Flat,0.32,Virar West,recent construction,Semi Furnished,1,0,no
600,2,1 BHK Flat,1.05,Borivali West,recent construction,Unfurnished,1,1,yes
700,2,1 BHK Flat,0.88,Kandivali East,new construction,Unfurnished,1,0,yes
1500,3,3 BHK Flat,2,Kandivali West,recent construction,Semi Furnished,3,1,yes
650,2,1 BHK Flat,1.25,Mulund East,recent construction,Fully Furnished,1,0,yes
1437,2,3 BHK Flat,3.56,Kanjurmarg East,new construction,Semi Furnished,3,1,yes
410,2,1 BHK Flat,0.53,Malad West,recent construction,Unfurnished,1,0,yes
540,1,1 BHK Flat,0.25,Naigaon East,recent construction,Semi Furnished,1,3,yes
950,2,2 BHK Flat,1.85,Mulund West,recent construction,Unfurnished,2,0,yes
840,3,3 BHK Flat,3.56,Worli,recent construction,Fully Furnished,3,0,no
1250,3,3 BHK Flat,3.81,Malad West,recent construction,Semi Furnished,3,1,yes
1632,3,3 BHK Flat,4.25,Andheri West,modern property,Fully Furnished,3,0,yes
600,2,1 BHK Flat,1.35,Kandivali West,modern property,Semi Furnished,1,0,yes
595,2,1 BHK Flat,0.3,Nalasopara West,recent construction,Unfurnished,1,1,yes
1550,2,3 BHK Flat,4.42,Powai,recent construction,Semi Furnished,3,3,yes
776,2,1 BHK Flat,0.58,Vasai West,new construction,Semi Furnished,1,0,yes
675,2,1 BHK Flat,0.65,Mira Road East,recent construction,Semi Furnished,1,2,yes
850,2,2 BHK Flat,1,Mira Road East,recent construction,Fully Furnished,2,1,yes
1600,3,3 BHK Flat,2.83,Powai,recent construction,Semi Furnished,3,1,yes
960,1,2 BHK Flat,0.5,Virar West,recent construction,Semi Furnished,2,0,yes
950,2,2 BHK Flat,2.1,Chembur,recent construction,Unfurnished,2,0,yes
750,2,2 BHK Flat,1.3,Vikhroli East,new construction,Semi Furnished,2,0,yes
600,1,1 BHK Flat,1.3,Bandra East,recent construction,Semi Furnished,1,2,yes
710,2,2 BHK Flat,1.4,Kandivali East,modern property,Semi Furnished,2,0,yes
820,2,2 BHK Flat,1.8,Kandivali East,new construction,Unfurnished,2,0,yes
1150,2,2 BHK Flat,3.5,Powai,new construction,Semi Furnished,2,1,yes
700,2,1 BHK Flat,0.4,Nalasopara East,recent construction,Semi Furnished,1,2,yes
700,1,2 BHK Flat,1.25,others,recent construction,Unfurnished,2,0,yes
1470,3,3 BHK Flat,6,Powai,recent construction,Semi Furnished,3,0,yes
1650,3,3 BHK Flat,3.5,Kandivali East,modern property,Semi Furnished,3,2,yes
550,2,1 BHK Flat,0.89,Borivali West,recent construction,Semi Furnished,1,0,no
871,2,2 BHK Flat,1.05,Thane West,recent construction,Semi Furnished,2,1,yes
660,2,2 BHK Flat,0.98,Vikhroli East,recent construction,Unfurnished,2,0,no
650,2,1 BHK Flat,1.3,Mulund East,new construction,Semi Furnished,1,0,yes
700,1,1 BHK Flat,0.9,Kandivali East,modern property,Unfurnished,1,0,no
1418,2,3 BHK Flat,6.25,Andheri West,new construction,Unfurnished,3,0,yes
1007,2,2 BHK Flat,2.15,others,new construction,Semi Furnished,2,2,yes
1150,2,2 BHK Flat,0.65,Virar West,recent construction,Semi Furnished,2,0,yes
850,2,2 BHK Flat,4.3,Khar West,new construction,Unfurnished,2,0,yes
1000,2,2 BHK Flat,2.6,Santacruz East,new construction,Unfurnished,2,0,yes
680,1,1 BHK Flat,0.39,Nalasopara West,recent construction,Semi Furnished,1,2,yes
2625,4,4 BHK Flat,7.05,Powai,recent construction,Semi Furnished,4,1,yes
1190,2,2 BHK Flat,2.65,Chembur,recent construction,Semi Furnished,2,0,yes
600,2,2 BHK Flat,2.25,Andheri West,recent construction,Unfurnished,2,0,yes
580,1,1 BHK Flat,0.33,Naigaon East,recent construction,Unfurnished,1,2,yes
1393,4,4 BHK Flat,6.99,Santacruz West,new construction,Unfurnished,4,0,yes
1500,3,3 BHK Flat,3.1,Andheri East,new construction,Semi Furnished,3,0,yes
1260,3,3 BHK Flat,5,Santacruz West,recent construction,Semi Furnished,3,0,yes
960,2,2 BHK Flat,3.75,Parel,recent construction,Semi Furnished,2,0,yes
1250,2,2 BHK Flat,1.95,Bhandup West,recent construction,Semi Furnished,2,0,yes
1820,2,3 BHK Flat,6.75,Goregaon East,recent construction,Semi Furnished,3,0,yes
855,2,2 BHK Flat,2.65,Jogeshwari West,new construction,Unfurnished,2,0,yes
610,2,1 BHK Flat,1.12,Borivali West,mid age property,Semi Furnished,1,0,yes
460,2,1 BHK Flat,1.15,Chembur,recent construction,Unfurnished,1,0,no
595,1,1 BHK Flat,0.29,Nalasopara West,new construction,Unfurnished,1,1,yes
1860,1,3 BHK Flat,9.5,Santacruz West,recent construction,Fully Furnished,3,0,yes
1080,1,2 BHK Flat,0.6,Nalasopara West,new construction,Semi Furnished,2,3,yes
1500,3,3 BHK Flat,8.5,Worli,new construction,Semi Furnished,3,3,yes
1300,1,3 BHK Flat,4.98,Lower Parel,recent construction,Unfurnished,3,0,yes
575,1,1 BHK Flat,1.15,Wadala East,recent construction,Semi Furnished,1,0,no
1740,3,3 BHK Flat,4.25,Powai,modern property,Fully Furnished,3,1,yes
2400,2,3 BHK Flat,5.75,Powai,new construction,Unfurnished,3,2,yes
850,2,2 BHK Flat,2.09,Goregaon East,recent construction,Unfurnished,2,0,yes
1200,2,2 BHK Flat,2.07,Kanjurmarg West,recent construction,Semi Furnished,2,0,yes
820,3,2 BHK Flat,1.4,Bhayandar East,recent construction,Unfurnished,2,0,yes
1836,3,3 BHK Flat,5.1,Sion,recent construction,Semi Furnished,3,2,yes
500,2,1 BHK Flat,1.1,Vikhroli East,new construction,Semi Furnished,1,0,no
750,2,2 BHK Flat,1.75,Mulund West,new construction,Unfurnished,2,0,yes
700,2,1 BHK Flat,1.25,Borivali West,recent construction,Semi Furnished,1,2,yes
915,2,2 BHK Flat,0.41,Nalasopara West,recent construction,Semi Furnished,2,3,yes
1760,3,3 BHK Flat,6.25,Andheri West,modern property,Semi Furnished,3,1,yes
1395,3,3 BHK Flat,1.9,Mira Road East,recent construction,Semi Furnished,3,1,yes
800,2,1 BHK Flat,1.1,Kandivali East,new construction,Semi Furnished,1,0,yes
750,3,2 BHK Flat,1.3,Mira Road East,recent construction,Semi Furnished,2,0,yes
590,2,1 BHK Flat,1.7,Andheri East,recent construction,Semi Furnished,1,2,yes
1295,3,3 BHK Flat,1.35,Mira Road East,recent construction,Semi Furnished,3,2,yes
950,2,2 BHK Flat,1.9,Wadala East,modern property,Semi Furnished,2,0,yes
1670,3,3 BHK Flat,6.97,Chembur,new construction,Semi Furnished,3,3,yes
1001,1,2 BHK Flat,2.35,Borivali West,recent construction,Fully Furnished,2,0,yes
654,2,1 BHK Flat,0.58,Thane West,recent construction,Semi Furnished,1,1,yes
2300,4,4 BHK Flat,16.5,Tardeo,recent construction,Unfurnished,4,1,yes
555,2,1 BHK Flat,2.1,Cuffe Parade,mid age property,Unfurnished,1,0,no
750,2,1 BHK Flat,1,Malad West,recent construction,Fully Furnished,1,0,yes
756,2,1 BHK Flat,0.8,Mira Road East,new construction,Semi Furnished,1,3,yes
635,2,1 BHK Flat,1.1,Kandivali East,new construction,Unfurnished,1,0,yes
550,1,1 BHK Flat,0.33,Nalasopara West,recent construction,Semi Furnished,1,1,yes
1345,3,3 BHK Flat,3.11,Bhandup West,recent construction,Semi Furnished,3,3,yes
530,2,1 BHK Flat,0.33,Naigaon East,new construction,Semi Furnished,1,2,yes
540,2,1 BHK Flat,1.15,Jogeshwari West,new construction,Fully Furnished,1,0,yes
1400,3,3 BHK Flat,3.5,Kandivali West,recent construction,Unfurnished,3,0,yes
419,1,1 BHK Flat,1.15,Malad East,recent construction,Fully Furnished,1,0,yes
2022,3,3 BHK Flat,7.69,Lower Parel,new construction,Semi Furnished,3,0,yes
1550,3,3 BHK Flat,2.8,Kandivali East,modern property,Fully Furnished,3,0,yes
927,3,3 BHK Flat,2.79,Andheri East,recent construction,Semi Furnished,3,0,yes
500,2,1 BHK Flat,0.34,others,mid age property,Semi Furnished,1,1,yes
650,2,1 BHK Flat,0.7,Mira Road East,new construction,Semi Furnished,1,2,yes
1250,3,3 BHK Flat,3.5,Govandi,modern property,Fully Furnished,3,0,yes
700,1,2 BHK Flat,3.2,Lower Parel,recent construction,Fully Furnished,2,0,yes
1100,3,3 BHK Flat,3,Wadala East,modern property,Unfurnished,3,0,yes
392,2,1 BHK Flat,0.33,Naigaon East,new construction,Unfurnished,1,2,yes
740,2,2 BHK Flat,2.16,Goregaon East,recent construction,Unfurnished,2,0,yes
550,2,1 BHK Flat,1.15,Kandivali East,modern property,Semi Furnished,1,0,no
800,2,2 BHK Flat,1.35,Goregaon East,recent construction,Unfurnished,2,1,yes
1000,2,2 BHK Flat,4.5,Lower Parel,recent construction,Unfurnished,2,0,yes
700,3,1 BHK Flat,0.26,Nalasopara West,recent construction,Unfurnished,1,0,yes
1000,2,2 BHK Flat,1.7,Borivali West,new construction,Unfurnished,2,0,yes
635,2,1 BHK Flat,0.85,Jogeshwari West,modern property,Unfurnished,1,2,yes
1090,1,2 BHK Flat,1.35,Malad West,recent construction,Semi Furnished,2,1,yes
1861,1,3 BHK Flat,9.5,Vile Parle West,recent construction,Fully Furnished,3,0,yes
1500,2,3 BHK Flat,7,Khar West,new construction,Semi Furnished,3,0,yes
650,2,1 BHK Flat,0.32,Virar West,recent construction,Semi Furnished,1,3,yes
480,1,1 BHK Flat,1.1,Kurla West,new construction,Semi Furnished,1,0,no
700,2,2 BHK Flat,1.5,Borivali East,modern property,Semi Furnished,2,0,yes
750,1,1 BHK Flat,1.35,Kandivali East,modern property,Semi Furnished,1,0,yes
650,2,1 BHK Flat,1.05,Dahisar East,modern property,Semi Furnished,1,0,yes
